id;name;ac;hp;bab;attacks;color_metal;color_minor;color_major;color_skin;color_leather;color_armor;color_hair;str;dex;con;int;wis;cha;race
40CULTWW;Werewolf;16;16;3;1;32;60;99;109;19;30;24;13;15;15;10;10;10;117
40DOGWLD;Wolf;12;9;2;1;30;37;57;12;23;28;0;13;15;15;3;12;6;117
40DRUIDF;Aurilite Druid;12;28;0;0;30;56;58;113;23;28;47;10;14;10;14;18;10;3
40DRUIDM;Aurilite Druid;12;28;0;0;30;37;57;12;23;28;0;12;12;12;10;18;10;3
40GBLKA;Goublika;18;40;3;1;30;37;40;12;23;28;0;23;10;17;12;12;10;153
40GIAFOM;Fomorian Giant;18;30;7;2;30;37;39;12;23;28;0;24;8;20;10;10;3;153
40ILIUM;Illium Ar'Ghrenoir;12;96;0;0;111;96;22;113;66;24;19;16;15;12;10;14;14;2
40ILUM2;Illium Ar'Ghrenoir;12;140;0;0;111;96;22;113;66;24;19;16;16;14;10;14;14;2
40ILUM3;Illium Ar'Ghrenoir;12;160;0;0;111;96;22;113;66;24;19;18;18;14;10;14;14;2
40ODEA;Odea Winterthaw;12;96;0;0;30;47;96;113;22;30;67;12;13;14;12;18;12;3
40ODEA2;Odea Winterthaw;12;140;0;0;30;47;96;113;22;30;67;12;14;14;12;18;12;3
40ODEA3;Odea Winterthaw;12;190;0;0;30;47;96;113;22;30;67;12;16;14;12;18;12;3
40OSWALD;Oswald Fiddlebender;10;30;0;0;30;50;46;10;23;28;5;8;16;10;18;9;9;6
40RANGRC;Aurilite Ranger Commander;12;64;0;0;111;96;22;113;72;31;24;16;16;16;10;14;10;2
40RANGRF;Aurilite Ranger;12;32;0;0;114;96;54;113;23;28;47;12;18;12;10;14;10;2
40RANGRM;Aurilite Ranger;12;32;0;0;114;96;86;113;23;28;94;18;12;12;10;14;10;2
40RBETBO;Boring Beetle;17;27;2;1;30;37;57;12;23;28;0;18;10;15;3;10;9;150
40RGIAFO;Fomorian Giant;18;30;7;2;30;37;39;12;23;28;0;24;8;20;10;10;3;153
40RIPBRO;Boy;10;10;0;0;0;0;18;12;82;0;0;9;9;9;9;9;9;1
40RIPMOM;Noblewoman;10;7;0;0;0;0;43;12;42;0;0;9;9;9;9;9;9;1
40RIPPOP;Nobleman;10;7;0;0;0;0;43;12;42;0;0;9;9;9;9;9;9;1
40RIPSIS;Girl;10;10;0;0;0;0;12;12;16;0;0;9;9;9;9;9;9;1
40RSPIPH;Phase Spider;12;27;4;1;20;31;31;7;14;20;0;17;17;16;7;13;10;116
40RWOLFW;Winter Wolf;14;38;5;1;30;37;57;12;23;28;0;18;13;16;9;13;10;117
40RYETIT;Tundra Yeti;13;34;5;2;30;37;57;12;23;28;0;18;13;12;9;12;11;189
40SPIFR;Frost Spider;13;80;5;2;30;37;14;12;23;28;0;19;17;12;10;10;3;116
40SPIFRH;Frost Spider;13;80;5;1;30;37;14;12;23;28;0;19;17;12;10;10;3;116
40SPIPHS;Phase Spider;12;27;4;1;20;31;31;7;14;20;0;17;17;16;7;13;10;116
40SPIPHZ;Phase Spider;12;27;4;1;20;31;31;7;14;20;0;17;17;16;7;13;10;116
40WOLFWI;Winter Wolf;14;38;5;1;30;37;57;12;23;28;0;18;13;16;9;13;10;117
40YETITU;Tundra Yeti;13;34;5;2;30;37;57;12;23;28;0;18;13;12;9;12;11;189
40YURST;Captain Yurst;20;200;0;0;30;110;58;87;81;110;1;18;18;18;9;9;18;1
41ABISHW;Lesser White Abishai;14;3;4;3;30;37;57;12;23;28;0;13;15;15;10;12;12;164
41ALTAR;Auril's Altar;30;10000;0;1;30;37;57;12;23;28;0;9;9;9;9;9;9;255
41AOCHA;Aocha;16;55;9;1;30;37;46;12;23;28;0;19;17;12;3;10;3;116
41ASSASS;Talisman Assassin;12;72;0;0;0;0;0;113;0;0;2;15;20;10;10;14;10;7
41BARSHA;Barbarian Shaman;10;64;0;0;30;37;41;12;23;28;0;12;14;10;10;18;10;1
41BARWAR;Barbarian Warrior;10;48;0;0;30;37;38;12;23;28;0;18;16;18;10;10;5;1
41BEARPO;Polar Bear;14;36;6;3;30;37;57;12;23;28;0;27;13;19;3;12;6;103
41BISHOP;Talisman Bishop;12;120;0;0;97;24;91;113;10;30;40;12;10;10;12;25;10;7
41CATHI2;High Priestess Cathin;10;144;0;0;79;71;71;87;68;79;0;22;10;10;10;18;10;1
41CATHI3;High Priestess Cathin;10;180;0;0;79;71;71;87;68;79;0;23;10;10;10;18;10;1
41CATHIN;High Priestess Cathin;10;90;0;0;79;71;71;87;68;79;0;20;10;10;10;18;10;1
41CLERIF;Aurilite Frosttouch;10;64;0;0;31;57;71;12;31;31;74;12;18;10;10;18;10;1
41CLERIM;Aurilite Frosttouch;10;64;0;0;31;57;71;12;31;31;74;18;12;10;10;18;10;1
41CORNUG;Cornugon;24;82;10;3;30;37;57;12;23;28;0;21;12;17;14;14;14;164
41DEER;Deer;11;11;2;0;30;37;40;12;23;28;0;12;15;12;3;14;6;255
41DOOMGD;Doom Guard;18;30;3;1;30;31;58;12;21;29;0;17;10;10;3;11;3;156
41GBLKA;Goublika;18;40;3;1;30;37;57;12;23;28;0;23;10;17;12;12;10;153
41GIAFOM;Fomorian Giant;18;30;7;2;30;37;57;12;23;28;0;24;8;20;10;10;3;153
41GLABRE;Glabrezu;27;85;9;4;30;37;57;12;23;28;0;25;10;19;16;16;16;164
41GOLEIC;Ice Golem Champion;16;100;10;2;30;37;71;12;23;28;0;21;9;9;9;9;9;156
41GOLEMC;Crystal Golem;25;100;9;2;30;37;57;12;23;28;0;22;10;10;3;10;10;156
41HENCHM;Talisman Henchman;10;10;0;0;0;56;57;106;96;63;95;16;14;14;12;12;9;2
41HENCHX;Talisman Henchman;10;10;0;0;0;56;57;106;96;63;95;16;14;14;12;12;9;2
41INGRAT;Ingrath Mariner;14;32;3;2;39;38;57;12;23;30;0;12;13;12;13;14;13;106
41LEMURE;Lemure;13;16;2;2;30;37;57;12;23;28;0;10;10;10;3;11;5;164
41LUSOLD;Soldier;10;40;0;0;104;81;99;113;23;104;0;16;14;14;12;12;9;1
41LYSAR2;High Priestess Lysara;14;980;0;0;79;71;71;87;71;79;0;10;13;10;16;18;18;1
41LYSAR3;High Priestess Lysara;14;1120;0;0;79;71;71;87;71;79;0;10;15;10;16;18;18;1
41LYSARA;High Priestess Lysara;14;840;0;0;79;71;71;87;71;79;0;10;12;10;16;18;18;1
41MYSTIC;Talisman Mystic;14;48;0;0;32;37;104;113;104;32;6;12;12;12;12;12;25;7
41NATE;Nathaniel;10;56;0;0;110;91;69;12;29;30;1;12;12;12;12;18;11;1
41NECROM;Cult of the Dragon Necromancer;10;52;0;0;32;50;54;12;22;32;3;10;15;12;18;14;10;1
41NICK;Nickademus;10;80;0;0;47;57;58;114;47;67;68;18;18;18;25;18;12;1
41NWSOLD;Soldier;14;32;3;2;39;38;57;12;23;30;0;12;13;12;13;14;13;106
41ONDABO;Ondabo;19;104;11;3;30;37;57;12;23;28;0;25;13;14;18;15;15;175
41ORIA;High Priestess Oria;14;630;0;0;79;71;71;87;68;79;0;10;14;10;18;18;10;1
41ORIA2;High Priestess Oria;14;980;0;0;79;71;71;87;68;79;0;10;16;10;18;18;10;1
41ORIA3;High Priestess Oria;14;1120;0;0;79;71;71;87;68;79;0;10;17;10;18;18;10;1
41ORIAES;Oria's Essence;14;60;0;0;27;71;71;87;68;27;105;10;14;10;18;18;10;255
41PAINT;Kuldahar Painting;30;10000;0;1;30;37;57;12;23;28;0;10;10;10;10;10;10;255
41PFIEND;Gelugon;27;96;11;5;30;37;57;14;23;28;0;25;13;21;20;20;16;164
41PRIESF;Aurilite Postulant;12;32;0;0;31;57;58;12;31;31;79;12;14;14;10;18;9;1
41PRIESM;Aurilite Postulant;12;32;0;0;31;57;58;12;31;31;79;14;12;14;10;18;9;1
41PRISO1;Prisoner;10;56;0;0;72;113;63;70;29;63;3;18;9;9;9;9;9;1
41PRISO2;Prisoner;10;56;0;0;30;41;92;113;114;30;79;18;12;9;9;9;9;2
41PRISO3;Prisoner;10;56;0;0;30;54;82;108;15;28;2;9;18;9;9;9;9;4
41PRISO4;Prisoner;10;56;0;0;79;64;109;90;94;30;100;9;14;9;14;14;9;5
41PRISO5;Prisoner;10;56;0;0;30;110;24;85;24;28;5;18;12;9;9;9;9;1
41PRISO6;Prisoner;10;56;0;0;31;0;81;24;23;31;66;9;9;9;9;16;9;7
41RABISH;Red Abishai;18;36;6;4;30;37;57;12;23;28;0;17;17;17;12;14;16;164
41RAHM;Rahm Dammel;10;80;0;0;104;81;99;101;23;104;67;20;12;12;12;10;11;1
41RBASHA;Barbarian Shaman;10;64;0;0;30;37;41;12;23;28;0;12;14;10;10;18;10;1
41RBAWAR;Barbarian Warrior;10;48;0;0;30;37;38;12;23;28;0;18;16;18;10;10;5;1
41RCLERF;Aurilite Frosttouch;10;64;0;0;31;57;71;12;31;31;74;12;18;10;10;18;10;1
41RCLERM;Aurilite Frosttouch;10;64;0;0;31;57;71;12;31;31;74;18;12;10;10;18;10;1
41REMHZA;Remorhaz;19;35;4;1;30;37;60;12;23;28;0;26;13;21;5;12;10;101
41REMHZQ;Queen Remorhaz;19;50;4;1;30;37;60;12;23;28;0;26;13;21;5;12;10;101
41REMHZR;Young Remorhaz;17;18;3;1;30;37;59;12;23;28;0;24;12;20;5;10;10;101
41REMHZZ;Remorhaz;19;35;5;1;30;37;60;12;23;28;0;26;13;21;5;12;10;101
41RENGAR;Lord Rengar;20;90;0;0;30;37;57;12;23;28;0;22;15;10;18;14;18;255
41RNECRO;Cult of the Dragon Necromancer;10;52;0;0;32;50;54;12;22;32;3;10;15;12;18;14;10;1
41RPRIEF;Aurilite Postulant;12;32;0;0;31;57;58;12;31;31;0;12;14;14;10;18;9;1
41RPRIEM;Aurilite Postulant;12;32;0;0;31;57;58;12;31;31;0;14;12;14;10;18;9;1
41RSHAMF;Aurilite Stormsister;10;48;0;0;31;57;68;12;31;31;79;14;15;10;10;18;10;1
41RSHAMM;Aurilite Stormbrother;10;48;0;0;31;57;68;12;31;31;79;15;14;10;10;18;10;1
41RTROIC;Ice Troll;12;16;4;2;30;37;57;12;23;28;0;19;12;16;9;10;6;165
41RWYVER;Soarsmen;16;45;5;4;30;37;57;12;23;28;0;19;12;15;6;12;9;118
41SABGD;Apocalyptic Boneguard;24;116;15;3;30;37;57;12;23;28;0;28;18;18;9;9;9;115
41SAIR16;Air Elemental;11;136;15;3;30;37;57;14;23;28;0;18;29;18;6;11;11;152
41SAIR24;Elder Air Elemental;16;204;21;4;30;37;57;14;23;28;0;22;33;18;6;11;11;152
41SARSKL;Armored Skeleton;15;28;6;1;30;37;57;14;23;28;0;16;15;16;9;9;9;115
41SASERV;Aerial Servant;17;128;15;2;30;37;57;14;23;28;0;22;22;15;6;10;9;152
41SBBER;Black Bear;12;25;2;3;30;37;57;12;23;28;0;19;13;15;3;12;6;103
41SBEETL;Beetle;15;7;0;0;30;37;53;12;23;28;0;11;14;11;4;12;9;150
41SBGD;Boneguard Skeleton;16;36;8;2;30;37;57;14;23;28;0;14;17;18;9;9;9;115
41SBGD2;Boneguard Skeleton;16;36;8;2;30;37;57;14;23;28;0;14;17;18;9;9;9;115
41SBSC;Bone Scavenger;16;88;0;0;30;37;20;12;23;28;0;19;12;15;6;12;9;118
41SBTL11;Bombardier Beetle;16;24;1;1;30;37;57;14;23;28;0;15;18;15;3;3;3;150
41SBTL15;Rhinoceros Beetle;18;84;8;2;30;37;57;14;23;28;0;15;18;16;3;3;3;150
41SBTL9;Beetle;16;24;1;1;30;37;57;14;23;28;0;15;18;15;3;3;3;150
41SBWHT;Barrow Wight;22;100;15;2;30;37;57;12;23;28;0;16;25;18;9;9;9;115
41SCBER;Cave Bear;14;56;3;3;30;37;57;12;23;28;0;27;13;19;3;12;6;103
41SCBNS;Cold Bones;18;78;15;2;30;37;57;17;23;28;0;18;18;16;9;9;9;115
41SCCR;Carrion Crawler;17;19;5;5;30;37;57;14;23;28;0;14;15;14;3;15;3;151
41SCHZMB;Chosen Zombie;14;28;5;1;30;37;57;14;23;28;0;16;15;16;9;9;9;167
41SCRD;Creeping Doom;15;175;14;2;30;37;57;12;23;28;0;12;20;12;9;9;9;255
41SCRN;Cornugon;24;82;10;3;30;37;57;12;23;28;0;21;12;17;14;14;14;164
41SCYC;Cyclops;16;102;0;0;30;37;57;12;23;28;0;25;8;19;6;10;17;153
41SDCRN;Cornugon;25;40;15;3;30;37;57;12;23;28;0;21;12;17;14;14;14;164
41SDCYC;Cyclops;16;40;0;0;30;37;57;12;23;28;0;25;8;19;6;10;17;153
41SDFGNT;Frost Giant;21;53;0;0;30;37;57;12;23;28;0;29;9;21;10;10;10;153
41SDGLB;Glabrezu;24;42;9;4;30;37;57;12;23;28;0;25;10;19;16;16;16;164
41SDGWLF;Greater Werewolf;18;48;0;0;30;37;84;12;23;28;0;18;16;16;10;10;10;117
41SDHRP;Greater Feyr;24;50;15;4;30;37;88;15;23;28;0;16;19;15;14;18;3;255
41SDJI;Djinni;12;45;0;0;30;37;57;14;23;28;0;18;19;14;14;15;15;175
41SDND;Drowned Dead;20;96;0;0;30;37;57;12;23;28;0;22;16;18;9;9;9;167
41SDRABA;Red Abishai;18;24;0;0;30;37;57;12;23;28;0;17;17;17;12;14;16;164
41SDREM;Remorhaz;19;48;0;0;30;37;57;12;23;28;0;26;13;21;5;12;10;255
41SDSAL;Salamander;17;20;7;2;30;37;50;12;23;28;0;14;13;12;14;15;13;161
41SDSCG;Scrag;12;25;0;0;30;37;57;12;23;28;0;23;14;23;6;9;6;165
41SDUHK;Umber Hulk;16;27;0;0;30;37;80;12;23;28;0;23;13;19;9;11;13;166
41SDWLF;Dire Wolf;14;60;3;2;30;37;57;12;23;28;0;25;15;17;3;12;10;117
41SDYET;Yeti;17;22;9;2;30;37;71;12;23;28;0;20;12;16;8;10;11;189
41SEAR16;Earth Elemental;19;152;10;3;30;37;57;14;23;28;0;29;8;21;6;11;11;152
41SEAR20;Greater Earth Elemental;21;199;13;3;30;37;57;14;23;28;0;31;8;21;6;11;11;152
41SEAR24;Elder Earth Elemental;23;228;16;4;30;37;57;14;23;28;0;33;8;21;6;11;11;152
41SEFRET;Efreeti;17;68;0;0;30;37;57;14;23;28;0;23;17;14;12;15;15;175
41SEGBGD;Elite Greater Boneguard;20;84;14;3;30;37;57;14;23;28;0;20;18;18;9;9;9;115
41SENORO;Elite Neo Orog;15;24;0;0;30;37;57;12;23;28;0;16;12;14;10;10;10;160
41SFDND;Festering Drowned Dead;25;136;15;2;30;37;57;12;23;28;0;30;18;18;9;9;9;167
41SFIR16;Fire Elemental;12;136;13;3;30;37;57;14;23;28;0;18;25;18;6;11;11;152
41SFIR24;Fire Elemental;16;204;19;4;30;37;57;14;23;28;0;22;29;18;6;11;11;152
41SFRGNT;Frost Giant;21;125;0;0;30;37;57;12;23;28;0;29;9;21;10;10;10;153
41SGDND;Greater Drowned Dead;20;84;14;2;30;37;67;12;23;28;0;24;18;18;9;9;9;167
41SGFYR;Greater Feyr;24;128;15;4;30;37;88;15;23;28;0;16;19;15;14;18;3;255
41SGLB;Glabrezu;27;85;9;4;30;37;57;12;23;28;0;25;10;19;16;16;16;164
41SGMUM;Greater Mummy;18;84;9;1;30;37;59;12;23;28;0;20;12;18;9;14;12;167
41SGOBLN;Goblin;14;10;0;0;30;37;51;12;23;28;0;8;13;11;10;11;8;155
41SGRBGD;Greater Boneguard;18;52;12;2;30;37;57;14;23;28;0;20;16;18;9;9;9;115
41SGSPI;Giant Spider;16;35;7;1;30;37;57;12;23;28;0;18;18;16;4;4;9;116
41SGVPR;Giant Viper;14;55;5;2;30;37;57;12;23;28;0;14;22;14;3;12;3;255
41SGWWLF;Greater Werewolf;18;120;0;0;30;37;84;12;23;28;0;20;20;16;10;10;10;117
41SHADOW;Shadow;11;36;3;1;30;37;57;12;23;28;0;10;14;10;6;12;13;167
41SHAMAF;Aurilite Stormsister;10;48;0;0;31;57;68;12;31;31;79;14;15;10;10;18;10;1
41SHAMAM;Aurilite Stormbrother;10;48;0;0;31;57;68;12;31;31;79;15;14;10;10;18;10;1
41SHERI;Sherincal;16;96;0;0;30;37;57;12;23;28;0;28;18;14;12;12;18;187
41SHERI2;Sherincal;18;144;0;0;30;37;57;12;23;28;0;29;18;14;12;14;18;187
41SHERI3;Sherincal;20;192;0;0;30;37;57;12;23;28;0;30;18;14;12;16;18;187
41SINV;Invisible Stalker;13;64;6;2;30;37;57;14;23;28;0;18;19;14;14;15;11;152
41SLAIR;Lesser Air Elemental;13;60;10;0;30;37;57;14;23;28;0;14;25;16;6;11;11;152
41SLEAR;Lesser Earth Elemental;19;68;4;2;30;37;57;14;23;28;0;25;8;19;6;11;11;152
41SLFIRE;Lesser Fire Elemental;13;60;8;0;30;37;57;14;23;28;0;14;21;16;6;11;11;152
41SLWAT;Lesser Water Elemental;18;68;6;0;30;37;57;14;23;28;0;18;14;19;6;11;11;152
41SMBER;Mountain Bear;11;76;3;2;30;37;57;12;23;28;0;27;13;19;3;12;6;103
41SMUMK;Mummy King;20;100;15;2;30;37;57;12;23;28;0;20;18;16;9;9;9;167
41SORC;Orc;14;12;0;0;30;37;48;12;23;28;0;15;10;11;9;8;8;160
41SOTY;Otyugh;17;60;0;0;30;37;69;12;23;28;0;11;10;13;5;12;6;255
41SPITFI;Gelugon;27;96;14;5;30;37;57;14;23;28;0;23;13;21;22;22;16;164
41SPNT;Panther;11;25;3;3;30;37;57;12;23;28;0;16;19;15;3;12;6;255
41SPOZM2;Poison Zombie;14;32;6;2;30;37;57;14;23;28;0;14;16;16;9;9;9;167
41SPOZMB;Poison Zombie;14;32;6;2;30;37;57;14;23;28;0;14;16;16;9;9;9;167
41SPSPI;Phase Spider;15;44;8;2;30;37;57;12;23;28;0;14;18;16;4;4;9;116
41SRABA;Red Abishai;18;36;6;4;30;37;57;12;23;28;0;17;17;17;12;14;16;164
41SREM;Remorhaz;19;120;0;0;30;37;57;12;23;28;0;26;13;21;5;12;10;255
41SSCG;Scrag;12;63;0;0;30;37;57;12;23;28;0;23;14;23;6;9;6;165
41SSCRN;Cornugon;25;20;15;3;30;37;57;12;23;28;0;21;12;17;14;14;14;164
41SSCYC;Cyclops;16;20;0;0;30;37;57;12;23;28;0;25;8;19;6;10;17;153
41SSDW15;Shadow;11;61;0;0;30;37;57;12;23;28;0;14;14;14;6;12;13;167
41SSDW19;Shadow;15;89;0;0;30;37;57;12;23;28;0;14;14;14;6;12;13;167
41SSDW21;Shadow;15;103;0;0;30;37;57;12;23;28;0;14;14;14;6;12;13;167
41SSDW9;Shadow;11;19;0;0;30;37;57;12;23;28;0;14;14;14;6;12;13;167
41SSFGNT;Frost Giant;21;25;0;0;30;37;57;12;23;28;0;29;9;21;10;10;10;153
41SSGLB;Glabrezu;24;21;9;4;30;37;57;12;23;28;0;25;10;19;16;16;16;164
41SSGWLF;Greater Werewolf;18;24;0;0;30;37;84;12;23;28;0;20;20;16;10;10;10;117
41SSHCRN;Cornugon;25;60;15;3;30;37;57;12;23;28;0;21;12;17;14;14;14;164
41SSHFGT;Frost Giant;21;79;0;0;30;37;57;12;23;28;0;29;9;21;10;10;10;153
41SSHGLB;Glabrezu;24;62;9;4;30;37;57;12;23;28;0;25;10;19;16;16;16;164
41SSHGWF;Greater Werewolf;18;72;0;0;30;37;84;12;23;28;0;20;20;16;10;10;10;117
41SSHHRP;Greater Feyr;24;76;15;4;30;37;88;15;23;28;0;16;19;15;14;18;3;255
41SSHM;Shambling Mound;18;96;0;0;30;37;57;14;23;28;0;21;10;17;7;10;9;152
41SSHRAB;Red Abishai;18;24;0;0;30;37;57;12;23;28;0;17;17;17;12;14;16;164
41SSHREM;Remorhaz;19;72;0;0;30;37;57;12;23;28;0;26;13;21;5;12;10;255
41SSHRP;Greater Feyr;24;25;15;4;30;37;88;15;23;28;0;16;19;15;14;18;3;255
41SSKL;Skeleton;13;24;3;1;30;37;57;14;23;28;0;12;15;15;9;9;9;115
41SSKLAR;Skeleton Archer;13;21;3;1;30;37;57;14;23;28;0;12;15;15;9;9;9;115
41SSLON;Spotted Lion;13;50;5;3;30;37;57;12;23;28;0;21;17;15;3;12;6;255
41SSNK;Snake;14;18;4;1;30;37;57;12;23;28;0;10;17;11;3;12;3;255
41SSPIDR;Spider;11;10;0;0;30;37;73;12;23;28;0;7;17;10;3;10;3;116
41SSRABA;Red Abishai;18;12;0;0;30;37;57;12;23;28;0;17;17;17;12;14;16;164
41SSREM;Remorhaz;19;24;0;0;30;37;57;12;23;28;0;26;13;21;5;12;10;255
41SSSAL;Salamander;17;10;7;2;30;37;50;12;23;28;0;14;13;12;14;15;13;161
41SSSCG;Scrag;12;12;0;0;30;37;57;12;23;28;0;23;14;23;6;9;6;165
41SSSPI;Sword Spider;17;45;8;4;30;37;69;12;23;28;0;14;18;16;4;4;9;116
41SSUHK;Umber Hulk;16;14;0;0;30;37;80;12;23;28;0;23;13;19;9;11;13;166
41SWAT16;Water Elemental;17;152;10;3;30;37;57;14;23;28;0;24;18;21;6;11;11;152
41SWAT24;Water Elemental;17;228;16;4;30;37;57;14;23;28;0;28;22;21;6;11;11;152
41SWLF;Wolf;12;19;2;1;30;37;57;12;23;28;0;13;15;15;3;12;6;117
41SWOLF;Wolf;12;13;0;0;30;37;62;12;23;28;0;13;15;15;3;12;6;117
41SWRG;Worg;12;55;6;2;30;37;57;12;23;28;0;21;14;17;6;14;10;117
41SWTWLF;Winter Wolf;14;62;5;1;30;37;57;12;23;28;0;18;13;16;9;13;10;117
41SWYV;Wyvern;16;63;0;0;30;37;57;14;23;28;0;19;12;15;6;12;9;118
41SZMB;Zombie;12;16;1;1;30;37;57;14;23;28;0;15;12;15;9;9;9;167
41SZMBL2;Greater Zombie Lord;20;90;16;2;30;37;57;14;23;28;0;20;16;18;9;9;9;167
41SZMBLO;Zombie Lord;18;60;14;2;30;37;57;14;23;28;0;16;15;18;9;9;9;167
41TEMLEV;Temple Stair Lever;15;1000;0;1;30;37;57;12;23;28;0;12;18;14;18;18;9;255
41THAGRO;Thagro;10;1;2;1;31;57;58;12;31;31;0;16;15;11;11;17;12;1
41TROICE;Ice Troll;12;16;4;2;30;37;57;12;23;28;0;19;12;16;9;10;6;165
41TROSNO;Snow Troll;16;27;4;3;30;37;74;12;23;28;0;23;14;23;6;9;6;171
41VRASSI;Vrassillus;20;60;7;2;30;29;27;12;21;27;0;20;10;10;3;12;3;156
41WABISH;Lesser White Abishai;14;3;4;3;30;37;57;12;23;28;0;13;15;15;10;12;12;164
41WARRIO;Talisman Warrior;12;120;0;0;80;99;59;113;60;67;100;22;12;10;10;10;14;7
41WYVERN;Soarsmen;16;45;5;4;30;37;57;12;23;28;0;19;12;15;6;12;9;118
41XHAAN;Xhaan;14;3;4;3;30;37;57;12;23;28;0;13;15;15;12;12;12;164
41ZACK;Zack Boosenburry;10;88;4;1;30;48;43;14;21;28;5;10;14;10;18;18;10;6
50ABOMIN;Abominable Snowman;15;96;10;5;30;37;63;12;23;28;0;26;11;16;9;12;11;189
50AGOG;Agog;18;72;13;2;39;38;39;13;23;30;0;22;10;10;10;10;10;156
50AGOGH;Agog;18;72;13;2;39;38;39;13;23;30;0;22;10;10;10;10;10;156
50BARLD;Barbarian Warrior;13;156;0;0;30;37;38;12;23;28;0;18;15;16;10;10;10;1
50BARSH;Barbarian Shaman;13;76;0;0;30;37;43;12;23;28;0;14;12;14;10;18;10;1
50BARSHH;Barbarian Shaman;13;76;0;0;30;37;43;12;23;28;0;14;12;14;10;18;10;1
50BARW2;Barbarian Warrior;13;96;0;0;30;37;38;12;23;28;0;16;16;16;10;10;10;1
50BARWA;Barbarian Warrior;13;96;0;0;30;37;38;12;23;28;0;16;16;16;10;10;10;1
50BARWAH;Barbarian Warrior;13;96;0;0;30;37;38;12;23;28;0;16;16;16;10;10;10;1
50BARWAR;Barbarian Warrior;13;96;0;0;30;37;38;12;23;28;0;16;16;16;10;10;10;1
50BONES;Skeleton;0;1;0;0;0;0;55;0;0;0;0;10;10;10;10;10;10;1
50CARITA;Carita;10;4;0;0;30;53;39;12;23;28;4;10;10;10;10;10;10;1
50CARYNA;Carynara the Dryad;10;12;1;0;30;51;54;13;52;28;5;10;15;11;14;15;18;120
50CHILDF;Young Girl;10;2;0;0;30;38;39;12;23;28;3;10;10;10;10;10;10;1
50CHILDM;Young Boy;10;2;0;0;30;38;39;12;23;28;3;10;10;10;10;10;10;1
50CORPSE;Barbarian Warrior;0;1;0;0;0;0;55;0;0;0;0;10;10;10;10;10;10;1
50DOP;Doppelganger;14;32;3;2;39;38;57;12;23;30;0;12;13;12;13;14;13;106
50DRAWY;White Dragon;23;180;14;3;30;37;63;12;23;28;0;19;10;17;8;11;8;154
50ELEEA;Earth Elemental;18;152;11;3;30;37;43;14;23;28;0;29;8;21;6;11;11;152
50ETR;Ettercap;11;45;3;3;39;38;62;12;23;30;0;10;17;13;6;15;8;107
50GHOAR;Ghost;20;65;10;1;30;38;39;12;91;30;1;30;13;14;9;14;9;167
50GHOBA;Ghost;20;65;10;1;27;63;63;13;64;27;5;30;13;14;9;14;9;167
50GHOHU;Ghost;20;65;10;1;30;40;41;12;93;28;4;30;13;14;9;14;9;167
50GNTFO;Brogrob;22;104;9;0;30;37;39;12;23;28;0;24;8;20;10;10;13;153
50HADBRU;Hadbruki;13;103;0;0;30;37;43;12;23;28;0;14;14;13;10;18;10;1
50HANNU;Little Hannu;10;2;0;0;30;38;39;12;23;28;4;10;18;10;10;10;10;1
50HGHOST;Hunter's Ghost;20;65;10;0;27;63;63;13;64;27;5;30;13;14;10;14;10;167
50HNT;Hunter;10;30;0;0;30;38;39;12;23;28;3;14;14;12;10;16;10;1
50HNT2;Hunter;10;30;0;0;30;40;41;12;23;28;3;14;14;12;10;16;10;1
50HNT3;Hunter;10;30;0;0;30;42;43;12;23;28;1;14;14;12;10;16;10;1
50ISAIR;Isair;40;1000;0;0;30;38;49;12;23;28;3;9;9;9;9;9;9;3
50JARI;Jari;10;10;0;0;30;38;39;12;23;28;4;15;14;12;10;16;10;1
50KURTTU;Kurttu;10;4;0;0;30;42;43;12;23;28;5;10;10;10;10;10;10;1
50KYOSTI;Kyosti's Ghost;40;80;0;0;27;63;63;13;64;27;5;30;13;14;9;14;9;167
50LEEVI;Leevi;10;60;0;0;30;36;43;12;23;28;3;14;14;12;10;16;10;1
50LIMHA;Limha;40;1000;0;0;33;46;47;13;47;33;4;10;14;10;19;10;16;1
50LIMHA2;Limha;15;78;0;0;33;46;47;13;47;33;4;10;14;10;19;10;16;1
50MADAE;Madae;40;1000;0;0;30;38;48;12;23;28;3;9;9;9;9;9;9;3
50NWSOLD;Neverwinter Soldier;14;32;3;1;39;38;57;12;23;30;0;12;13;12;13;14;13;106
50NYM;Nym;10;102;0;0;27;59;60;66;66;27;79;16;18;10;16;13;14;183
50PAIRI;Pairi;10;6;0;0;30;38;39;12;23;28;3;10;14;10;14;10;18;3
50RDEAR;Restless Dead;12;60;5;1;30;38;67;5;23;28;0;10;16;10;14;14;15;167
50RDEBA;Restless Dead;12;60;5;1;30;38;67;13;23;28;0;10;16;10;14;14;15;167
50RDEHU;Restless Dead;12;60;5;1;30;38;67;13;23;28;0;10;16;10;14;14;15;167
50SPIFH;Frost Spider;13;80;5;3;30;37;14;12;23;28;0;19;17;12;10;10;3;116
50SPIFH2;Frost Spider;13;80;5;3;30;37;14;12;23;28;0;19;17;12;10;10;3;116
50SPIFR;Frost Spider;13;80;5;3;30;37;14;12;23;28;0;19;17;12;10;10;3;116
50SPIFR2;Frost Spider;13;80;5;3;30;37;14;12;23;28;0;19;17;12;10;10;3;116
